X,Y,OBJECTID,taz_key,GEO_ID2,CoCFlag,Minority_7,LowInc_30,GlobalID,ShapeSTAre,ShapeSTLen,PopDensi,Land_Use,vertex_index,vertex_part,vertex_part_ring,vertex_part_index,distance,angle
551914.476089897,4183823.56748352,17,36,06075010700,1,1,1,{963DEBF1-FBAB-4FC7-A446-CEB03C58D176},286491.078125000000000,2626.684655545035639,126.00000000000,,24,0,0,24,0.01007205277571,124.52990039022845
552022.626320591,4183734.04469463,17,36,06075010700,1,1,1,{963DEBF1-FBAB-4FC7-A446-CEB03C58D176},286491.078125000000000,2626.684655545035639,126.00000000000,,25,0,0,25,0.01153978993815,125.14921328427076
552034.404698024,4183723.13471112,17,36,06075010700,1,1,1,{963DEBF1-FBAB-4FC7-A446-CEB03C58D176},286491.078125000000000,2626.684655545035639,126.00000000000,,26,0,0,26,0.01170559097888,125.61910398852292
552127.263695155,4183643.50243302,17,36,06075010700,1,1,1,{963DEBF1-FBAB-4FC7-A446-CEB03C58D176},286491.078125000000000,2626.684655545035639,126.00000000000,,27,0,0,27,0.01297961198938,124.93615873968287
552185.16630914,4183592.49758787,17,36,06075010700,1,1,1,{963DEBF1-FBAB-4FC7-A446-CEB03C58D176},286491.078125000000000,2626.684655545035639,126.00000000000,,28,0,0,28,0.01378091441795,125.31393946689242
552199.155228728,4183580.15944042,17,36,06075010700,1,1,1,{963DEBF1-FBAB-4FC7-A446-CEB03C58D176},286491.078125000000000,2626.684655545035639,126.00000000000,,29,0,0,29,0.01397458433003,126.18482369042277
552228.028998486,4183553.04780344,17,36,06075010700,1,1,1,{963DEBF1-FBAB-4FC7-A446-CEB03C58D176},286491.078125000000000,2626.684655545035639,126.00000000000,,30,0,0,30,0.01438298614904,125.81534602131784
552266.537265269,4183520.00601412,17,36,06075010700,1,1,1,{963DEBF1-FBAB-4FC7-A446-CEB03C58D176},286491.078125000000000,2626.684655545035639,126.00000000000,,31,0,0,31,0.01491140293732,122.96488741743536
552284.408031513,4183506.47218087,17,36,06075010700,1,1,1,{963DEBF1-FBAB-4FC7-A446-CEB03C58D176},286491.078125000000000,2626.684655545035639,126.00000000000,,32,0,0,32,0.01514790564508,109.64040568029660
552291.987824472,4183505.18891636,17,36,06075010700,1,1,1,{963DEBF1-FBAB-4FC7-A446-CEB03C58D176},286491.078125000000000,2626.684655545035639,126.00000000000,,33,0,0,33,0.01523473810276,109.79910607665335
552333.747838783,4183473.16664738,17,36,06075010700,1,1,1,{963DEBF1-FBAB-4FC7-A446-CEB03C58D176},286491.078125000000000,2626.684655545035639,126.00000000000,,34,0,0,34,0.01578923423921,191.76659868833073
552249.941577436,4183457.54443712,17,36,06075010700,1,1,1,{963DEBF1-FBAB-4FC7-A446-CEB03C58D176},286491.078125000000000,2626.684655545035639,126.00000000000,,35,0,0,35,0.01675189049483,261.55327156032070
552220.308683489,4183451.58668658,17,36,06075010700,1,1,1,{963DEBF1-FBAB-4FC7-A446-CEB03C58D176},286491.078125000000000,2626.684655545035639,126.00000000000,,36,0,0,36,0.01709287913060,261.23825775963866
552152.337363245,4183437.95221676,17,36,06075010700,1,1,1,{963DEBF1-FBAB-4FC7-A446-CEB03C58D176},286491.078125000000000,2626.684655545035639,126.00000000000,,37,0,0,37,0.01787498547106,262.80638675098038
552079.2336162,4183428.39100417,17,36,06075010700,1,1,1,{963DEBF1-FBAB-4FC7-A446-CEB03C58D176},286491.078125000000000,2626.684655545035639,126.00000000000,,38,0,0,38,0.01871002059425,263.89912167228368
552054.780888155,4183424.68582588,17,36,06075010700,1,1,1,{963DEBF1-FBAB-4FC7-A446-CEB03C58D176},286491.078125000000000,2626.684655545035639,126.00000000000,,39,0,0,39,0.01898985604739,261.66815201949549
552041.945199348,4183421.71984387,17,36,06075010700,1,1,1,{963DEBF1-FBAB-4FC7-A446-CEB03C58D176},286491.078125000000000,2626.684655545035639,126.00000000000,,40,0,0,40,0.01913815353109,261.27506121150606
552006.501439116,4183415.72618188,17,36,06075010700,1,1,1,{963DEBF1-FBAB-4FC7-A446-CEB03C58D176},286491.078125000000000,2626.684655545035639,126.00000000000,,41,0,0,41,0.01954449404176,263.46848117401231
551935.245410547,4183406.28887899,17,36,06075010700,1,1,1,{963DEBF1-FBAB-4FC7-A446-CEB03C58D176},286491.078125000000000,2626.684655545035639,126.00000000000,,42,0,0,42,0.02035853414551,264.15067522929746
551910.086800169,4183402.80161482,17,36,06075010700,1,1,1,{963DEBF1-FBAB-4FC7-A446-CEB03C58D176},286491.078125000000000,2626.684655545035639,126.00000000000,,43,0,0,43,0.02064610342629,263.31974576749354
551862.505766518,4183394.73490655,17,36,06075010700,1,1,1,{963DEBF1-FBAB-4FC7-A446-CEB03C58D176},286491.078125000000000,2626.684655545035639,126.00000000000,,44,0,0,44,0.02119161372982,262.46758574200175
