taz_key,POINT_X,POINT_Y
197,4752938.514,3699991.87
198,4754812.614,3698687.219
199,4757441.062,3698214.634
200,4763062.687,3702264.873
201,4758267.466,3705298.337
202,4761578.296,3708416.451
203,4758793.489,3708775.973
204,4759674.825,3711538.273
205,4764315.081,3711285.625
206,4768946.157,3709873.716
207,4773696.139,3710375.761
208,4774422.805,3704242.385
209,4771680.761,3697504.491
210,4775442.333,3694694.513
211,4771793.919,3692815.623
212,4776924.346,3690514.868
213,4766557.359,3688904.435
214,4763809.965,3693016.496
215,4768154.415,3694618.911
216,4765596.664,3696361.662
217,4761101.242,3695908.23
218,4759438.708,3693452.877
219,4756953.093,3694042.491
220,4755213.477,3691059.258
221,4752939.41,3695184.149
222,4751310.658,3692369.094
223,4752360.192,3686724.254
224,4752479.841,3679173.261
225,4745212.568,3669713.086
226,4750841.284,3666731.228
227,4757803.659,3671257.474
228,4759028.572,3681787.336
229,4759390.421,3684810.054
230,4759306.41,3689987.112
231,4762201.464,3687498.682
232,4764438.351,3684044.97
233,4766531.602,3679637.7
234,4769232.8,3684656.287
235,4770507.843,3680956.616
236,4771675.104,3678169.787
237,4773573.231,3680844.99
238,4774802.534,3682148.099
239,4781335.922,3679342.906
240,4778957.183,3673703.155
241,4773205.869,3674489.913
242,4769852.166,3673372.931
243,4773915.829,3669861.88
244,4776622.725,3671841.928
245,4776386.293,3668136.453
246,4778583.393,3664951.409
247,4782399.518,3665615.258
248,4784236.307,3669486.63
249,4791472.306,3666197.077
250,4786591.901,3664877.745
251,4790485.57,3662643.758
252,4784249.437,3658740.213
253,4791170.855,3659452.888
254,4789886.804,3652199.304
255,4795389.974,3654425.298
256,4796634.14,3656019.493
257,4798628.045,3657439.307
258,4794515.588,3660876.676
259,4795340.039,3663041.708
260,4798020.151,3660824.073
261,4799033.242,3664182.234
262,4803393.564,3659900.635
263,4803498.113,3657638.104
264,4805652.195,3655976.303
265,4808214.551,3655811.683
266,4811308.834,3655697.014
267,4816022.103,3658172.595
268,4815205.812,3655598.981
269,4818198.026,3654034.984
270,4816002.516,3651975.933
271,4813397.739,3651152.413
272,4811507.114,3648365.176
273,4813800.91,3646877.131
274,4809178.531,3649248.853
275,4811067.372,3643308.707
276,4808604.381,3645181.054
277,4806878.148,3647359.833
278,4803946.961,3650923.782
279,4802176.277,3655220.902
280,4799056.455,3653494.26
281,4801505.139,3649750.245
282,4796878.445,3649090.177
283,4800124.635,3646585.475
284,4804299.769,3645936.434
285,4802119.618,3643896.136
286,4806710.069,3641304.329
287,4810716.466,3638807.87
288,4799998.778,3635781.016
289,4800096.966,3640127.238
290,4797030.33,3643648.017
291,4792551.546,3645284.011
292,4790020.945,3641986.206
293,4746156.774,3653620.526
294,4752677.1,3645522.996
295,4772925.825,3647304.58
296,4780284.284,3616419.321
297,4797463.052,3553099.493
298,4824466.539,3586758.528
299,4807169.025,3603648.274
300,4816423.667,3611329.388
301,4815786.276,3617736.141
302,4809548.982,3620842.827
303,4815901.19,3623012.69
304,4805209.958,3626454.497
305,4809544.245,3629473.257
306,4807615.952,3632006.385
307,4809501.478,3635303.436
308,4813421.238,3631380.198
309,4814298.119,3634388.176
310,4816088.15,3636822.684
311,4816432.583,3643554.328
312,4821287.23,3647808.446
313,4824746.025,3639060.534
314,4826144.506,3627100.642
315,4823607.571,3628261.392
316,4820525.476,3630420.225
317,4819557.607,3627296.824
318,4816602.476,3629670.072
319,4817579.108,3625603.332
320,4821441.386,3620532.811
321,4820954.431,3616951.312
322,4823577.138,3615296.661
323,4825741.244,3621588.583
324,4823716.297,3621812.193
325,4822106.687,3624260.14
326,4824628.745,3625281.987
327,4828632.864,3621999.515
328,4832108.528,3622918.413
329,4830176.709,3624974.318
330,4833991.259,3625763.668
331,4843955.682,3627949.317
332,4850065.008,3624627.923
333,4851725.501,3618090.827
334,4846805.51,3619742.228
335,4846402.602,3616947.056
336,4843015.677,3616494.943
337,4839988.128,3618173.183
338,4839827.005,3622974.574
339,4837807.15,3620034.587
340,4837447.568,3615707.414
341,4836153.889,3613448.736
342,4827400.444,3613256.87
343,4834048.598,3611635.147
344,4832819.328,3608951.652
345,4829452.44,3607596.737
346,4828732.029,3603657.752
347,4849634.86,3562073.688
348,4843822.05,3593902.977
349,4846552.887,3599218.067
350,4841561.549,3600847.593
351,4846402.848,3605074.379
352,4842517.537,3603039.473
353,4843565.471,3604533.174
354,4840967.862,3606191.592
355,4837371.308,3607259.019
356,4843050.246,3611719.629
357,4846282.988,3613584.247
358,4850407.159,3611363.278
359,4846982.001,3607957.14
360,4850855.156,3604722.475
361,4853350.347,3608211.597
362,4856617.261,3604190.986
363,4853962.644,3601938.471
364,4856163.84,3599587.092
365,4854851.023,3596966.722
366,4850903.881,3601417.875
367,4850304.85,3597871.786
368,4849198.48,3586787.814
369,4852893.549,3591866.314
370,4855044.43,3586103.978
371,4855923.489,3591436.529
372,4857316.059,3594954.791
373,4858893.65,3597537.337
374,4860679.227,3600456.296
375,4861282.176,3596220.114
376,4863734.958,3596039.155
377,4866383.781,3594196.772
378,4864426.581,3590492.542
379,4861823.236,3591967.526
380,4859795.687,3593432.528
381,4861587.472,3585731.416
382,4863622.411,3586155.962
383,4862256.993,3582834.367
384,4857804.048,3583956.153
385,4858672.996,3577177.586
386,4863572.622,3572272.803
387,4866033.078,3574233.879
388,4861776.121,3579068.199
389,4866470.213,3582784.878
390,4866409.026,3588406.839
391,4869354.815,3585739.42
392,4871161.195,3586047.993
393,4872879.309,3585580.595
394,4875591.845,3584444.907
395,4876216.55,3588410.496
396,4877106.251,3591892.316
397,4871537.707,3590443.315
398,4868840.498,3590863.46
399,4873023.671,3592864.649
400,4869415.622,3594627.651
401,4863132.016,3607573.309
402,4873906.103,3599404.068
403,4881796.391,3596836.379
404,4888610.688,3606162.585
405,4905986.707,3607882.418
406,4911852.168,3595864.056
407,4913494.932,3584800.699
408,4908984.459,3583780.8
409,4907926.382,3588458.373
410,4909282.642,3592378.275
411,4907871.808,3597246.036
412,4903203.629,3595723.642
413,4902175.587,3590365.928
414,4902796.189,3586310.901
415,4895671.601,3589902.327
416,4897068.919,3596413.92
417,4893413.391,3595416.962
418,4890709.006,3594186.465
419,4890421.133,3590396.395
420,4887393.649,3591096.31
421,4887049.849,3593738.401
422,4882332.932,3593273.561
423,4885944.467,3589390.021
424,4881523.127,3590090.127
425,4880486.457,3587519.211
426,4880948.409,3585291.348
427,4886168.165,3585383.141
428,4890038.542,3585145.502
429,4892685.97,3584563.493
430,4897737.649,3584115.081
431,4896941.512,3581315.686
432,4902695.683,3578762.671
433,4900491.946,3576195.831
434,4908083.434,3577558.263
435,4912303.693,3578491.836
436,4897964.935,3572652.54
437,4897607.771,3576761.031
438,4895216.218,3577769.357
439,4894615.71,3572465.604
440,4890792.118,3571091.912
441,4890637.32,3573748.894
442,4892558.591,3577478.19
443,4891405.477,3580905.01
444,4889870.89,3577483.302
445,4886833.588,3578017.434
446,4884159.766,3581694.883
447,4884284.121,3577697.943
448,4881308.933,3579209.519
449,4879543.464,3577446.916
450,4879036.351,3583074.438
451,4875164.207,3580343.727
452,4875014.148,3577065.402
453,4870885.153,3579862.604
454,4870269.799,3573345.217
455,4873545.942,3573195.003
456,4876128.635,3573019.227
457,4879080.163,3572974.21
458,4881656.727,3572630.49
459,4885390.673,3572560.582
460,4885105.225,3567246.7
461,4891131.778,3568280.878
462,4890610.417,3565643.123
463,4894927.173,3567098.582
464,4897727.058,3569268.482
465,4899050.606,3566439.233
466,4902509.119,3566395.101
467,4902202.567,3561178.343
468,4901975.011,3555793.626
469,4898723.203,3554671.615
470,4898679.226,3558651.565
471,4897572.139,3562674.398
472,4894833.702,3560108.476
473,4894299.883,3557273.313
474,4894841.25,3554634.85
475,4890944.699,3553184.148
476,4888769.87,3556357.448
477,4890194.512,3560860.323
478,4891337.345,3563377.305
479,4884992.777,3562249.063
480,4885438.352,3556794.672
481,4883064.335,3557212.683
482,4880421.776,3557119.959
483,4877849.214,3557488.462
484,4879712.547,3562524.288
485,4879781.516,3567493.352
486,4874656.787,3567172.564
487,4871390.22,3569078.367
488,4864162.16,3562193.365
489,4868719.542,3556703.194
490,4872280.764,3563859.864
491,4874414.767,3561237.268
492,4874988.133,3557513.033
493,4880416.48,3552088.774
494,4878499.424,3547136.764
495,4870071.348,3546434.255
496,4876268.007,3534083.783
497,4882856.778,3541280.842
498,4885758.439,3549472.804
499,4890705.197,3548406.249
500,4891385.137,3545068.548
501,4894538.945,3549124.592
502,4894891.752,3552025.454
503,4898855.946,3550178.829
504,4902353.837,3550767.88
505,4896355.127,3546140.316
506,4894897.102,3542726.461
507,4890605.219,3540323.79
508,4895312.481,3537810.171
509,4891929.878,3532456.808
510,4889038.553,3535312.58
511,4886282.799,3527274.571
512,4905481.167,3503917.255
513,4898679.79,3521667.705
514,4904278.024,3528622.82
515,4909757.393,3533904.65
516,4905589.903,3532991.786
517,4903521.961,3535734.735
518,4897481.602,3534361.094
519,4901822.364,3539944.489
520,4907468.866,3538782.785
521,4903534.873,3544508.453
522,4906644.104,3544500.79
523,4909999.039,3545105.573
524,4913171.482,3546528.333
525,4917099.716,3548536.472
526,4917033.975,3551887.014
527,4917410.654,3556135.337
528,4912330.777,3555615.795
529,4910609.749,3551153.07
530,4905317.293,3549758.166
531,4909054.444,3554121.67
532,4909163.085,3556571.664
533,4907884.007,3558669.231
534,4904687.195,3557245.12
535,4906290.404,3563524.433
536,4910157.024,3562089.87
537,4913002.702,3561513.813
538,4914023.889,3565145.848
539,4913250.355,3570202.019
540,4911515.22,3566891.469
541,4907761.321,3566511.397
542,4909455.818,3569484.825
543,4906372.36,3572159.767
544,4903050.839,3570398.94
545,4902716.518,3573787.427
546,4915271.763,3573429.625
547,4918360.885,3575739.162
548,4920499.061,3573199.619
549,4919386.013,3569478.887
550,4922190.335,3571124.403
551,4925216.119,3572012.685
552,4928015.709,3568996.181
553,4926159.699,3567647.754
554,4923261.045,3568187.037
555,4922913.035,3564832.537
556,4921663.629,3566201.745
557,4920413.852,3567062.787
558,4917034.941,3565529.872
559,4916512.922,3560525.93
560,4919579.78,3562778.279
561,4923980.702,3562174.705
562,4921011.991,3559945.532
563,4925684.946,3557144.002
564,4922387.935,3548089.222
565,4928243.441,3545626.864
566,4927150.784,3549917.075
567,4930209.974,3553357.946
568,4932561.542,3549597.404
569,4935126.583,3548552.58
570,4935125.358,3546277.337
571,4939276.35,3546080.651
572,4937363.281,3549798.197
573,4939589.2,3551169.51
574,4933667.669,3553100.012
575,4937414.167,3554930.662
576,4934989.056,3557729.502
577,4933053.691,3561756.377
578,4930955.091,3561935.035
579,4927585.492,3563441.313
580,4930329.58,3565770.963
581,4935444.742,3561916.74
582,4938253.092,3557865.367
583,4940276.166,3560406.671
584,4938336.415,3564717.289
585,4933187.889,3565593.942
586,4934936.347,3566518.232
587,4935669.046,3568070.661
588,4937088.855,3569252.123
589,4935332.984,3573394.178
590,4933589.638,3570223.187
591,4931952.459,3572498.729
592,4929833.994,3569977.095
593,4926101.072,3575247.19
594,4929667.749,3574860.463
595,4932532.112,3576684.298
596,4929625.053,3579064.453
597,4927407.781,3577417.003
598,4926023.545,3580807.927
599,4925276.318,3585702.518
600,4923546.266,3584280.178
601,4921076.584,3582507.393
602,4920731.571,3578379.404
603,4917078.506,3580984.45
604,4915841.29,3588279.082
605,4919987.783,3589142.338
606,4916621.017,3594186.694
607,4916216.272,3598616.707
608,4920307.275,3598848.438
609,4918779.506,3605617.025
610,4916438.295,3604613.68
611,4913978.889,3604164.658
612,4913300.466,3609522.632
613,4916177.986,3612367.721
614,4917738.124,3609659.867
615,4927231.295,3612485.459
616,4923018.404,3605065.53
617,4923280.088,3602289.053
618,4932598.162,3602370.508
619,4927445.249,3599708.155
620,4924484.402,3597813.43
621,4923371.695,3594013.835
622,4927598.931,3596248.621
623,4929008.667,3593676.76
624,4925398.377,3591520.238
625,4927009.738,3587914.069
626,4930213.319,3590848.652
627,4930672.198,3586813.8
628,4940593.612,3594162.894
629,4939886.342,3583906.284
630,4935501.018,3584199.262
631,4931312.706,3584136.126
632,4932589.248,3581269.512
633,4936336.885,3579332.722
634,4937418.51,3574721.407
635,4939629.282,3578510.179
636,4941111.377,3576509.335
637,4947976.452,3580680.117
638,4941951.417,3572966.215
639,4939433.208,3571243.602
640,4940914.461,3568674.647
641,4944856.044,3571156.956
642,4955937.375,3570122.655
643,4945895.684,3567502.862
644,4942894.477,3564922.638
645,4947312.195,3565073.756
646,4947888.708,3562821.045
647,4951683.379,3563948.385
648,4955115.74,3561414.865
649,4947863.795,3560282.666
650,4944160.526,3559652.958
651,4942267.552,3554510.927
652,4948254.352,3555919.578
653,4961208.06,3555369.611
654,4960945.002,3546034.431
655,4947030.065,3550832.555
656,4952527.433,3536862.008
657,4950829.591,3531193.853
658,4953958.016,3524439.543
659,4951339.622,3526714.055
660,4948235.677,3528051.168
661,4944028.846,3530647.916
662,4939889.205,3528099.583
663,4935840.034,3528763.907
664,4937714.365,3531610.214
665,4938493.754,3534099.402
666,4940147.829,3536737.114
667,4936226.492,3536915.942
668,4936649.95,3540092.85
669,4940996.978,3539693.007
670,4938788.801,3543368.168
671,4933359.371,3543328.683
672,4930313.631,3542981.757
673,4932345.321,3538721.08
674,4932784.579,3531294.552
675,4930078.532,3532122.295
676,4925569.407,3533922.633
677,4926155.292,3536698.863
678,4928230.975,3539233.644
679,4923853.591,3539573.195
680,4924528.007,3543047.254
681,4918319.283,3545852.575
682,4918801.846,3542391.594
683,4915152.231,3541073.175
684,4911732.603,3539792.039
685,4913624.57,3535480.898
686,4917872.765,3538436.485
687,4918409.864,3536005.623
688,4916370.519,3532300.513
689,4916195.939,3527918.852
690,4920390.133,3528813.774
691,4922275.73,3522275.417
692,4925575.43,3522712.159
693,4926850.797,3524490.917
694,4932396.48,3519078.83
695,4925212.73,3514630.885
696,4939040.907,3516150.672
697,4965921.985,3508899.512
698,4992190.851,3496411.851
699,4996729.868,3488044.36
700,4985265.665,3490681.53
701,4987978.088,3477423.066
702,4981869.728,3486329.307
703,4973237.56,3490766.178
704,4966344.615,3460485.02
705,5001101.384,3432876.62
706,5019913.541,3438909.84
707,5006689.746,3444102.189
708,5003096.766,3441994.544
709,5002581.595,3448638.529
710,4999477.112,3449412.73
711,4990397.842,3451751.673
712,4988164.553,3465276.969
713,5007039.129,3475078.435
714,5021946.449,3542969.102
715,4998086.91,3673269.195
716,4969744.975,3688058.364
717,4966456.864,3692472.92
718,4972173.613,3695308.218
719,4969494.518,3701531.413
720,4961654.334,3710943.232
721,4962649.809,3696721.831
722,4957072.855,3693734.358
723,4962734.02,3686612.179
724,4958470.155,3687889.579
725,4957565.204,3680929.407
726,4952716.943,3685715.514
727,4954915.706,3688387.012
728,4947207.96,3695213.016
729,4941065.137,3708164.153
730,4926193.516,3706842.314
731,4918944.191,3708763.068
732,4918076.141,3704449.96
733,4913815.697,3705418.089
734,4904414.447,3704890.97
735,4909059.912,3691543.95
736,4916250.839,3696874.109
737,4919637.824,3696394.293
738,4922413.506,3689178.147
739,4925753.769,3684512.533
740,4927663.039,3689868.049
741,4926518.192,3693251.211
742,4928022.127,3698025.497
743,4935467.082,3692636.435
744,4932416.871,3685248.371
745,4945828.16,3686306.199
746,4947018.314,3646700.007
747,4919989.717,3622717.85
748,4914628.209,3616898.931
749,4912514.19,3622393.898
750,4911235.023,3617512.761
751,4898444.988,3624539.423
752,4906409.558,3628211.568
753,4911238.482,3630469.798
754,4918472.283,3637763.471
755,4910707.342,3637075.28
756,4908332.854,3642954.87
757,4904429.242,3634932.014
758,4901742.242,3634493.883
759,4897669.248,3635337.403
760,4898235.776,3640050.136
761,4901945.685,3639752.923
762,4900198.531,3643951.637
763,4897439.621,3644780.58
764,4894483.118,3642332.009
765,4892614.897,3639612.889
766,4888409.713,3642702.42
767,4888088.051,3635566.368
768,4876188.196,3635457.775
769,4864934.588,3648635.217
770,4877574.719,3645254.024
771,4880470.864,3648269.044
772,4880431.834,3642742.213
773,4882717.174,3641907.227
774,4887683.37,3648591.919
775,4890492.945,3645938.324
776,4893652.371,3650430.136
777,4895369.477,3647330.237
778,4900595.398,3649465.442
779,4905522.833,3645790.234
780,4909908.963,3649505.538
781,4907522.033,3658627.81
782,4894937.891,3655844.663
783,4890712.46,3655150.024
784,4885736.954,3654619.989
785,4884981.027,3650128.729
786,4882417.282,3652646.508
787,4880362.598,3655683.739
788,4876000.866,3656425.36
789,4875102.642,3660702.858
790,4868953.039,3654395.144
791,4871874.21,3661038.773
792,4869854.249,3658438.698
793,4869527.851,3661904.96
794,4866678.195,3660288.454
795,4866926.56,3667101.65
796,4871406.805,3667254.745
797,4879684.166,3666592.46
798,4877726.257,3663012.641
799,4880084.878,3659659.899
800,4883721.594,3661997.222
801,4887596.818,3661145.877
802,4885471.444,3665950.622
803,4903003.143,3671085.998
804,4884033.499,3672944.148
805,4881033.831,3672722.361
806,4875548.736,3672978.314
807,4870349.206,3676246.177
808,4866901.235,3677153.077
809,4868436.737,3673470.021
810,4856765.194,3672256.63
811,4860513.151,3682967.789
812,4863507.738,3684256.636
813,4865775.077,3680131.821
814,4867454.659,3682445.288
815,4869887.846,3682746.703
816,4869351.172,3679610.74
817,4872027.535,3679854.423
818,4872960.426,3682248.528
819,4874838.858,3682017.783
820,4895964.486,3683428.701
821,4879833.211,3686254.76
822,4881607.448,3690387.058
823,4874565.438,3692539.515
824,4873223.508,3687900.98
825,4870282.642,3687386.616
826,4868362.702,3685683.121
827,4865703.045,3686488.029
828,4866743.676,3691078.27
829,4864127.553,3689651.127
830,4861422.076,3689208.925
831,4860881.544,3692218.439
832,4857683.832,3693634.192
833,4854299.485,3693064.756
834,4850711.068,3694273.298
835,4856088.949,3696476.329
836,4860001.167,3695968.763
837,4863193.357,3695810.302
838,4866597.389,3696461.481
839,4869170.92,3693298.805
840,4869733.957,3697962.17
841,4874907.809,3695919.926
842,4874311.673,3698675.189
843,4879036.807,3697631.085
844,4887927.639,3717510.078
845,4876521.386,3711425.475
846,4875155.883,3702665.976
847,4871165.519,3700577.726
848,4869977.894,3702594.942
849,4870335.866,3705444.94
850,4870292.695,3710073.285
851,4865974.338,3710866.197
852,4866004.083,3705017.784
853,4862442.3,3705532.157
854,4861103.062,3703455.97
855,4862407.72,3700914.774
856,4858148.676,3701878.743
857,4858323.365,3699490.716
858,4851908.129,3699083.269
859,4848693.845,3698771.741
860,4844527.532,3699971.602
861,4848337.241,3703957.845
862,4851578.524,3704724.524
863,4855521.49,3704760.696
864,4852621.171,3708685.578
865,4855093.824,3709850.965
866,4858538.956,3711642.359
867,4853150.942,3714073.587
868,4852289.238,3717325.004
869,4849428.456,3716472.21
870,4846651.979,3715840.175
871,4849526.694,3712680.861
872,4845499.665,3711681.598
873,4840645.744,3708916.944
874,4831100.3,3713103.306
875,4836716.471,3719876.395
876,4841532.856,3716659.259
877,4843105.927,3715404.625
878,4844562.054,3718492.233
879,4847863.002,3719392.454
880,4846837.742,3721596.067
881,4849626.34,3720257.741
882,4850513.084,3721822.947
883,4856649.382,3720048.647
884,4855922.05,3727349.535
885,4850287.398,3735442.28
886,4847832.091,3730474.805
887,4850104.068,3726424.123
888,4847132.249,3725154.261
889,4845864.865,3728233.5
890,4843582.728,3726838.396
891,4845095.985,3724099.582
892,4842570.8,3720562.173
893,4841787.3,3723257.233
894,4840443.944,3724723.365
895,4838180.136,3726531.906
896,4833938.231,3728423.503
897,4835581.402,3731156.8
898,4838206.76,3730446.797
899,4840705.096,3730078.085
900,4842570.002,3728992.726
901,4844708.861,3732141.312
902,4842406.908,3734197.884
903,4839640.748,3732942.257
904,4836584.211,3733537.403
905,4834378.786,3735110.658
906,4837198.205,3737275.425
907,4842961.276,3737502.302
908,4840818.822,3739047.829
909,4839601.121,3740783.971
910,4837603.569,3742871.7
911,4843158.154,3742422.175
912,4841150.735,3748649.536
913,4838166.164,3754242.143
914,4834796.275,3758708.366
915,4828103.477,3758838.694
916,4828964.157,3755344.704
917,4826910.06,3751264.852
918,4831303.431,3749917.893
919,4834137.113,3751480.452
920,4836432.361,3746588.317
921,4834450.055,3743871.555
922,4832004.814,3743457.717
923,4835088.648,3739837.312
924,4832986.257,3737550.543
925,4832107.4,3733819.898
926,4829558.414,3732574.072
927,4830095.661,3735479.62
928,4828949.78,3736668.973
929,4830692.727,3738123.998
930,4831729.654,3740358.298
931,4830244.267,3741017.563
932,4828460.327,3739962.84
933,4826809.034,3738391.487
934,4824209.884,3740583.868
935,4825609.714,3741704.53
936,4827396.32,3742522.313
937,4831680.131,3745238.004
938,4829098.783,3746320.671
939,4826452.178,3747708.947
940,4824420.269,3748655.46
941,4822957.053,3747417.821
942,4822604.45,3745862.26
943,4825720.201,3744254.394
944,4822927.624,3742615.194
945,4821186.455,3744267.006
946,4818944.645,3740899.135
947,4823182.812,3738950.374
948,4823716.082,3732354.662
949,4828291.896,3729305.109
950,4827301.012,3727570.46
951,4825539.685,3725967.655
952,4827172.176,3718682.317
953,4823110.044,3721454.176
954,4822514.491,3727955.772
955,4823711.117,3730255.43
956,4820677.496,3731580.509
957,4820267.966,3728575.29
958,4817156.453,3730116.172
959,4817589.336,3732385.872
960,4818195.903,3735442.752
961,4813546.731,3737873.819
962,4813528.714,3734930.698
963,4813189.229,3733058.304
964,4805954.439,3737734.169
965,4805452.233,3744589.541
966,4810249.32,3741672.119
967,4815840.978,3741528.063
968,4817725.139,3742974.887
969,4816389.34,3743743.232
970,4817670.708,3745968.836
971,4818306.109,3744813.221
972,4821330.05,3748907.931
973,4823111.68,3750980.556
974,4824262.538,3752990.364
975,4822047.795,3753724.225
976,4820338.468,3753798.983
977,4817978.719,3754170.054
978,4817390.335,3750377.021
979,4819260.596,3749303.879
980,4816118.131,3746669.683
981,4815132.182,3744516.251
982,4813781.17,3745149.343
983,4814570.663,3747359.102
984,4812935.68,3747641.788
985,4812205.731,3745409.413
986,4811218.536,3746589.957
987,4809942.628,3746713.643
988,4808712.624,3750433.34
989,4814967.409,3749291.635
990,4815326.282,3751301.941
991,4812622.786,3757024.405
992,4815761.729,3757319.502
993,4815018.408,3759551.39
994,4815582.824,3761367.226
995,4817579.764,3761236.895
996,4818115.983,3758057.713
