taz_key,POINT_X,POINT_Y
997,4820280.205,3757999.75
998,4823151.708,3756957.809
999,4824858.32,3759998.182
1000,4822537.192,3760072.059
1001,4820433.768,3760386.102
1002,4819957.632,3762285.905
1003,4822778.317,3762434.444
1004,4826519.954,3762323.976
1005,4830444.237,3766679.946
1006,4825291.052,3764981.008
1007,4825370.053,3767202.884
1008,4822221.985,3766957.804
1009,4822342.905,3765633.117
1010,4822412.772,3764052.67
1011,4819730.094,3764381.672
1012,4817435.967,3764145.671
1013,4815000.202,3763920.577
1014,4809831.51,3767382.015
1015,4812422.102,3766712.199
1016,4814573.518,3767060.017
1017,4817259.8,3767287.334
1018,4819568.93,3767534.45
1019,4825622.308,3769998.047
1020,4822271.111,3770800.295
1021,4819620.446,3770229.115
1022,4817186.568,3769940.957
1023,4814293.698,3769673.495
1024,4811786.679,3769974.619
1025,4813924.357,3772069.968
1026,4817239.934,3772210.605
1027,4819587.313,3772667.161
1028,4823801.066,3773134.239
1029,4822868.154,3776051.856
1030,4821100.261,3778978.997
1031,4818602.132,3778356.998
1032,4819497.717,3775013.775
1033,4815824.582,3777677.855
1034,4814796.691,3774795.37
1035,4813847.096,3777696.616
1036,4811965.201,3777692.627
1037,4812520.601,3774773.638
1038,4807487.197,3774659.698
1039,4809604.15,3777164.69
1040,4809841.045,3780207.553
1041,4811931.944,3780535.578
1042,4814353.21,3779871.235
1043,4816018.063,3782134.136
1044,4818474.568,3782388.684
1045,4813136.474,3788510.627
1046,4813498.542,3784730.797
1047,4809982.354,3786042.548
1048,4810871.499,3783037.198
1049,4808122.674,3783268.104
1050,4805064.034,3785930.264
1051,4807288.759,3788389.228
1052,4809401.168,3789910.873
1053,4807527.563,3792044.405
1054,4805760.537,3794652.022
1055,4803377.774,3794280.806
1056,4800194.569,3794819.791
1057,4797232.638,3795301.96
1058,4801850.432,3791336.663
1059,4796600.857,3786713.534
1060,4795564.389,3791017.78
1061,4793900.874,3793121.722
1062,4786327.58,3794775.188
1063,4794177.619,3795759.284
1064,4796826.657,3797819.415
1065,4800830.661,3798129.469
1066,4802001.563,3801066.151
1067,4797431.427,3801563.299
1068,4790626.644,3803455.239
1069,4799172.496,3814543.947
1070,4799672.67,3808285.102
1071,4798078.649,3805781.939
1072,4801293.196,3804651.059
1073,4804101.782,3806721.707
1074,4810500.933,3808651.465
1075,4805753.206,3801535.438
1076,4807897.284,3796674.584
1077,4815573.766,3795487.679
1078,4814417.868,3804786.194
1079,4820711.679,3803793.386
1080,4808268.45,3814307.636
1081,4806423.982,3817228.017
1082,4811433.956,3817477.096
1083,4818463.055,3820447.493
1084,4827649.241,3809295.061
1085,4823355.937,3815872.105
1086,4823945.191,3820295.47
1087,4852099.468,3801009.874
1088,4834801.43,3823905.547
1089,4828540.304,3832596.226
1090,4842371.992,3830222.803
1091,4854544.625,3820152.429
1092,4860337.505,3822523.374
1093,4863997.871,3819803.734
1094,4865062.372,3814843.922
1095,4872276.346,3821741.986
1096,4874973.132,3811920.636
1097,4891357.309,3824627.644
1098,4906997.206,3809840.799
1099,4909678.108,3797006.942
1100,4919851.531,3792115.004
1101,4919361.281,3783849.032
1102,4919478.143,3770568.334
1103,4907445.422,3787759.157
1104,4903613.969,3793138.949
1105,4900253.366,3794902.494
1106,4902619.009,3796003.612
1107,4898808.989,3797922.002
1108,4903737.219,3799770.351
1109,4900391.722,3804603.803
1110,4896084.224,3802841.551
1111,4892274.225,3807573.108
1112,4890194.665,3810032.027
1113,4888654.107,3803029.17
1114,4887648.682,3799882.055
1115,4889420.733,3799744.348
1116,4893591.505,3800349.367
1117,4894916.184,3795941.428
1118,4891338.017,3794072.64
1119,4886704.355,3791714.185
1120,4885779.811,3796980.208
1121,4882673.275,3792622.057
1122,4884369.303,3806683.912
1123,4879085.674,3805958.499
1124,4866962.762,3809304.823
1125,4866933.958,3802309.219
1126,4872713.086,3803769.18
1127,4877158.5,3798676.021
1128,4878272.715,3794963.597
1129,4877261.782,3788961.695
1130,4874187.18,3791940.884
1131,4863795.189,3788783.975
1132,4856046.173,3777236.085
1133,4873850.053,3780105.759
1134,4878550.885,3784418.924
1135,4884229.48,3782010.785
1136,4883867.378,3785748.987
1137,4889718.22,3786826.348
1138,4896517.607,3789664.863
1139,4900059.567,3782567.969
1140,4892755.835,3782455.719
1141,4893906.7,3777674.202
1142,4892777.144,3771977.825
1143,4886637.786,3776783.724
1144,4883498.45,3773038.12
1145,4879924.945,3778139.898
1146,4880627.456,3773555.239
1147,4880555.725,3767640.061
1148,4877351.072,3762446.179
1149,4873571.916,3771623.136
1150,4867748.178,3772749.593
1151,4867088.923,3764909.264
1152,4857467.796,3769319.287
1153,4848946.068,3770083.943
1154,4845373.014,3778783.243
1155,4835062.91,3772477.128
1156,4844768.621,3762017.993
1157,4850481.317,3751794.633
1158,4856816.73,3759928.236
1159,4873985.775,3755387.402
1160,4866312.423,3746878.228
1161,4887837.956,3744626.39
1162,4887339.694,3759512.336
1163,4895795.726,3768157.279
1164,4901740.168,3761375.148
1165,4896299.608,3752880.284
1166,4913486.497,3743272.746
1167,4909394.94,3736718.89
1168,4908613.045,3728476.92
1169,4901854.429,3736836.974
1170,4900729.469,3729823.598
1171,4901920.239,3717450.829
1172,4912426.909,3712512.3
1173,4909947.957,3717454.602
1174,4915383.244,3713869.063
1175,4916494.328,3723604.395
1176,4953528.486,3742121.397
1177,5004134.033,3762419.004
1178,4970585.966,3786822.441
1179,4993380.989,3784375.479
1180,4993046.182,3801436.873
1181,5007694.972,3819655.519
1182,4980863.047,3810942.298
1183,4970159.458,3810859.186
1184,4967222.564,3803538.104
1185,4975260.422,3799339.267
1186,4962623.662,3798723.213
1187,4958663.43,3805145.016
1188,4960025.113,3810590.88
1189,4949198.94,3814413.065
1190,4949825.815,3809964.849
1191,4953298.817,3808594.962
1192,4948780.054,3806724.501
1193,4946714.588,3803917.861
1194,4953032.201,3803538.019
1195,4945859.909,3784812.371
1196,4935645.973,3802380.204
1197,4943732.101,3809789.339
1198,4939241.594,3810648.904
1199,4933994.925,3811809.565
1200,4921987.929,3807246.205
1201,4925989.769,3815602.827
1202,4930460.375,3814459.661
1203,4931177.498,3817459.749
1204,4938103.706,3814756.487
1205,4939630.056,3823643.471
1206,4934261.116,3818961.483
1207,4922860.008,3822137.828
1208,4916589.365,3818899.028
1209,4916841.119,3824633.681
1210,4909714.056,3827767.157
1211,4871052.164,3845207.958
1212,4851066.611,3834139.727
1213,4854221.011,3836196.896
1214,4856971.447,3839253.475
1215,4851541.164,3840627.357
1216,4849545.984,3843740.544
1217,4853920.836,3847875.162
1218,4846036.185,3852725.68
1219,4843545.865,3847898.722
1220,4841117.273,3840455.553
1221,4836876.611,3845064.565
1222,4833060.207,3842334.123
1223,4830762.285,3848700.488
1224,4827171.497,3852539.484
1225,4830439.249,3852244.381
1226,4833791.814,3850540.053
1227,4837385.616,3849590.774
1228,4840996.41,3848727.594
1229,4841573.437,3852850.211
1230,4839954.917,3856994.107
1231,4837683.568,3853218.405
1232,4833960.839,3853569.067
1233,4834338.917,3856954.423
1234,4830322.297,3856054.505
1235,4826090.599,3854891.464
1236,4825462.8,3858001.251
1237,4825115.989,3860861.276
1238,4810801.119,3865635.484
1239,4823152.162,3870338.258
1240,4826105.659,3866204.753
1241,4828706.367,3862316.11
1242,4833505.358,3860356.881
1243,4834453.519,3864708.009
1244,4832716.903,3869311.282
1245,4837709.535,3869255.286
1246,4847323.342,3862917.958
1247,4861677.479,3873947.748
1248,4857433.521,3906591.051
1249,4875785.188,3892634.982
1250,4885118.644,3894489.857
1251,4908007.355,3864044.798
1252,4921758.675,3906811.135
1253,4910906.99,3904594.608
1254,4905765.049,3901716.773
1255,4901307.805,3902342.321
1256,4905170.631,3906261.563
1257,4902571.749,3908922.778
1258,4899222.799,3908857.809
1259,4896894.569,3908691.515
1260,4896648.838,3904626.247
1261,4897268.483,3902457.047
1262,4892116.412,3902185.178
1263,4893230.332,3904809.294
1264,4893989.852,3908867.816
1265,4890599.172,3908570.281
1266,4888390.738,3904712.451
1267,4886849.772,3909256.76
1268,4883420.37,3920590.023
1269,4898416.631,3920891.921
1270,4913711.138,3917641.933
1271,4925535.69,3927973.942
1272,4911972.341,3929322.865
1273,4906334.64,3931720.729
1274,4912958.794,3935851.454
1275,4916699.545,3935484.371
1276,4919346.169,3935567.991
1277,4922943.666,3934515.634
1278,4929069.116,3935763.182
1279,4927564.101,3957456.797
1280,4923085.786,3943854.803
1281,4916624.573,3939978.819
1282,4913791.808,3950639.802
1283,4908285.967,3943440.801
1284,4905256.529,3939354.247
1285,4904216.562,3946627.852
1286,4899510.524,3971775.03
1287,4978289.13,3959333.192
1288,4954089.745,3970591.977
1289,4961085.192,3970295.576
1290,4968419.907,3882376.43
1291,4838394.76,3898057.68
1292,4823600.824,3888956.263
1293,4818767.406,3911811.847
1294,4828104.898,3915836.845
1295,4828467.513,3920920.361
1296,4829374.334,3928867.47
1297,4823398.145,3931592.275
1298,4823677.795,3927297.802
1299,4823089.449,3923779.137
1300,4822649.62,3920627.483
1301,4820255.295,3922684.597
1302,4812898.343,3924169.215
1303,4811569.789,3929757.741
1304,4816252.856,3929904.795
1305,4819740.263,3929748.835
1306,4818913.782,3938182.117
1307,4812960.579,3936156.737
1308,4799785.437,3920189.799
1309,4804789.66,3952323.261
1310,4802547.17,3960679.193
1311,4840880.474,3955249.819
1312,4830430.043,4050285.94
1313,4790086.654,4020725.624
1314,4776188.845,4003092.287
1315,4778420.904,3983106.93
1316,4754359.343,4048538.896
1317,4745169.728,4033327.064
1318,4755237.496,3960694.046
1319,4769208.772,3937169.379
1320,4780162.674,3934896.149
1321,4765283.667,3931381.612
1322,4755574.55,3929450.994
1323,4773981.652,3921401.123
1324,4780414.204,3897135.194
1325,4747129.385,3900022.045
1326,4723919.589,3895174.739
1327,4710761.191,3895432.142
1328,4688808.62,3920567.992
1329,4709637.262,3916775.351
1330,4716987.323,3911439.146
1331,4722004.58,3911263.874
1332,4723536.524,3907065.873
1333,4728353.842,3908288.5
1334,4730342.521,3910533.719
1335,4727496.435,3913610.98
1336,4720468.282,3921762.776
1337,4706450.577,3932972.646
1338,4703145.771,3939437.815
1339,4707200.122,3940587.681
1340,4712033.037,3941662.117
1341,4726387.627,3947181.795
1342,4710709.846,3946624.048
1343,4705512.795,3945074.798
1344,4703852.195,3948516.327
1345,4707792.178,3949646.996
1346,4706095.888,3953109.333
1347,4706510.481,3958307.233
1348,4705333.64,3968341.448
1349,4710944.351,3971770.182
1350,4719874.942,3964412.691
1351,4717885.875,3981707.116
1352,4724938.857,3972712.995
1353,4743918.633,3984102.2
1354,4727293.095,4012671.026
1355,4719117.844,3997056.212
1356,4715635.452,3993109.561
1357,4720925.826,3992227.666
1358,4718068.311,3987100.521
1359,4710486.255,3984494.829
1360,4705454.883,3982046.369
1361,4704177.646,3984489.539
1362,4706130.218,3986826.981
1363,4701835.482,3991080.007
1364,4704658.149,3990102.213
1365,4708663.332,3990961.502
1366,4706905.804,4000503.146
1367,4696519.123,4016871.526
1368,4683213.414,4008769.591
1369,4694487.91,4000218.175
1370,4680581.428,3997057.152
1371,4691006.933,3992443.471
1372,4694541.636,3990852.379
1373,4698290.697,3993455.635
1374,4697664.199,3988298.593
1375,4691271.316,3985892.998
1376,4698607.309,3984643.588
1377,4696804.258,3982170.008
1378,4697503.283,3977942.763
1379,4701295.267,3976784.014
1380,4698633.631,3965217.977
1381,4687694.42,3968560.756
1382,4678763.714,3983099.199
1383,4653510.606,3979972.579
1384,4666533.944,3976370.949
1385,4672811.084,3962696.496
1386,4677924.946,3963805.443
1387,4679020.638,3950305.121
1388,4654533.468,3952841.723
1389,4625231.356,3961807.183
1390,4620095.475,4001773.999
1391,4622194.669,4022464.27
1392,4651084.346,3994215.581
1393,4641793.025,4017896.725
1394,4668887.857,4018760.677
1395,4682696.482,4019424.835
1396,4699669.108,4034689.517
1397,4676904.986,4048965.883
1398,4667043.327,4051812.418
1399,4666779.348,4044958.178
1400,4638389.259,4052519.517
1401,4679515.396,4091674.743
1402,4604642.316,4116420.566
1403,4563759.174,4063414.139
1404,4747136.091,3868802.11
1405,4745322.649,3857231.629
1406,4753028.022,3848232.041
1407,4752620.596,3840996.724
1408,4737044.939,3843156.187
1409,4738930.229,3849692.063
1410,4740581.421,3852792.72
1411,4733064.676,3856978.987
1412,4734658.082,3862569.887
1413,4732633.538,3869303.76
1414,4716358.663,3864518.567
1415,4676288.254,3886785.377
1416,4656068.445,3844370.735
1417,4714946.071,3808662.074
1418,4715216.897,3825762.783
1419,4726901.443,3822854.679
1420,4735366.997,3819346.917
1421,4741864.251,3820058.137
1422,4737991.828,3827281.257
1423,4732545.608,3835034.471
1424,4750996.661,3830538.041
1425,4756859.554,3821698.404
1426,4763276.098,3816063.005
1427,4752746.157,3813439.827
1428,4755005.363,3804174.316
1429,4748876.348,3805778.855
1430,4744469.522,3809409.899
1431,4743167.775,3813594.869
1432,4736294.629,3811010.161
1433,4732468.918,3813213.922
1434,4728120.387,3812555.678
1435,4737165.972,3806978.811
1436,4736750.214,3800593.527
1437,4747083.746,3801763.57
1438,4753604.75,3790160.207
1439,4757328.192,3797629.885
1440,4743335.37,3796823.698
1441,4747443.141,3792378.819
1442,4742101.612,3788300.724
1443,4747161.051,3784334.359
1444,4751021.712,3780085.44
1445,4756098.313,3785332.776
1446,4764041.519,3778257.558
1447,4762711.441,3773019.343
1448,4754720.336,3768280.97
1449,4749096.566,3772217.738
1450,4743538.326,3773453.551
1451,4740000.827,3781612.218
1452,4736908.202,3788010.451
1453,4727532.152,3782798.525
1454,4695313.405,3796368.063
